x,y
1.30495,0.885441
2.52576,0.424158
1.17323,0.887265
2.21274,0.443386
2.01318,0.419348
1.37182,0.666511
1.96538,0.59991
2.03356,0.464047
1.05841,0.894228
1.90403,0.632594
1.18065,0.743005
1.06676,0.748975
1.33484,0.627455
1.80675,0.638474
2.15531,0.421119
1.63868,0.443454
1.73388,0.648017
1.33768,0.76651
1.50076,0.626168
1.90981,0.394246
1.70869,0.534515
1.59616,0.565071
2.27332,0.444715
2.40874,0.422208
1.76526,0.446063
1.2868,0.632911
1.31554,0.819168
2.0389,0.613491
2.43404,0.398158
1.71668,0.517886
1.46228,0.785298
1.25513,0.615754
2.42015,0.417343
1.53926,0.647378
1.56134,0.696335
1.30658,0.514659
1.19583,0.783174
1.74695,0.447724
1.33856,0.738129
1.04648,0.709865
1.74773,0.373599
1.57489,0.738552
1.47011,0.455652
1.53575,0.475629
1.14715,0.534205
1.60796,0.646695
1.19954,0.417306
1.21523,0.887198
1.15108,0.450006
1.35744,0.520988
1.00751,0.95439
1.14437,0.845711
1.66862,0.730324
1.24534,0.637904
1.2195,0.521834
1.04521,0.689838
1.95829,0.404858
1.67023,0.488156
1.01336,0.888592
1.48466,0.404419
1.63588,0.674919
2.49029,0.408248
2.08196,0.434965
1.29179,0.836574
1.95778,0.520145
1.09625,0.416459
1.47568,0.691103
1.54575,0.788853
1.82461,0.563136
1.41386,0.491652
1.75027,0.487504
1.24777,0.786982
1.50612,0.611794
2.40749,0.448578
1.82981,0.640506
1.07629,0.654721
1.15433,0.8047
1.47704,0.638631
1.62532,0.378775
1.09705,0.576435
1.45018,0.770822
1.3367,0.377214
1.91314,0.655794
1.92814,0.518758
1.09644,0.553661
1.24851,0.48895
1.26494,0.712789
1.61929,0.762665
1.48168,0.722189
1.09236,0.571569
1.11623,0.778782
1.29133,0.58548
1.2083,0.590841
1.48799,0.639185
2.33787,0.48697
1.47391,0.721846
2.36076,0.456678
1.05732,0.973249
1.14238,0.738623
1.38569,0.724418
1.65087,0.613304
1.8999,0.605788
1.60667,0.443205
1.86258,0.564856
1.89319,0.406822
1.53279,0.732781
1.37847,0.762518
1.7173,0.51431
1.55126,0.588915
1.20437,0.745886
1.42425,0.547208
1.8077,0.638647
2.1892,0.502434
1.79344,0.55876
2.03035,0.438945
1.15471,0.570352
2.19067,0.50729
1.60472,0.433302
1.17035,0.893987
1.64116,0.669839
1.69748,0.509173
1.47637,0.497637
2.08595,0.567858
1.86573,0.541734
1.85303,0.448778
2.11111,0.451733
1.55375,0.648304
1.78749,0.564468
1.34759,0.859206
1.61823,0.70824
1.61274,0.581064
1.06695,0.458556
1.74831,0.488068
1.40891,0.714211
1.4608,0.692899
1.39004,0.759087
1.27203,0.610585
1.5224,0.551291
2.5093,0.38526
1.69288,0.404576
1.9261,0.461811
1.21365,0.370527
1.42228,0.658095
1.14813,0.657139
1.61628,0.682038
1.08741,0.46145
1.35429,0.827922
1.4012,0.41636
2.26787,0.493806
1.21355,0.551715
1.27632,0.469839
1.03648,0.686176
1.96287,0.478172
1.8138,0.616197
1.34539,0.86527
1.18124,0.558408
1.87659,0.4722
1.48381,0.570037
2.2091,0.392478
2.05331,0.530516
1.47305,0.61768
1.11644,0.613697
1.64926,0.662284
1.04264,0.909711
1.70087,0.457446
1.61117,0.710482
2.32085,0.408862
1.074,0.639289
1.17504,0.712885
1.40084,0.609347
1.17991,0.371097
2.19853,0.537693
1.0925,0.52368
1.74974,0.591036
1.62566,0.538957
1.05835,0.517125
1.43996,0.507966
1.35138,0.437472
1.96936,0.467531
1.85375,0.570585
1.2736,0.610617
1.79896,0.648009
1.06151,0.409673
1.05479,0.677332
1.84806,0.522284
1.9922,0.475353
2.25626,0.417393
1.34644,0.668738
1.21364,0.492406
1.16853,0.788253
1.35623,0.40135
1.03848,0.68476
1.68862,0.471904
1.66299,0.620364
1.6906,0.422413
1.21135,0.488956
1.76788,0.438604
1.73092,0.616716
1.22972,0.862274
1.63149,0.514591
2.12043,0.468951
1.26702,0.423588
1.2503,0.741317
1.34541,0.368127
2.14091,0.413968
1.28725,0.474852
1.09475,0.81868
1.52435,0.674593
1.34648,0.531537
2.09787,0.442933
1.52614,0.499468
1.27948,0.756931
1.7507,0.465705
2.01127,0.392027
1.61275,0.606178
1.56612,0.437212
2.27219,0.498317
1.09776,0.770413
1.71271,0.436529
2.2715,0.397196
2.24181,0.418353
2.59697,0.398916
1.96339,0.389517
1.98755,0.584304
1.59298,0.50451
1.26507,0.583908
2.10325,0.443927
1.54553,0.746543
1.78329,0.374001
1.65026,0.647657
1.82064,0.47674
1.62128,0.604106
1.4931,0.457228
1.55987,0.72435
1.16178,0.659147
1.07282,0.472565
1.09849,0.714047
1.13407,0.712113
1.77158,0.453968
1.40804,0.65055
1.24545,0.844195
1.55391,0.395388
2.22524,0.528383
1.79693,0.594697
1.04573,0.83998
2.07088,0.425171
1.06331,0.452839
1.62851,0.584005
1.85908,0.649474
2.06295,0.433154
1.32172,0.387592
1.26154,0.857366
1.2236,0.608504
2.08371,0.441505
2.18811,0.435525
1.45469,0.535871
2.30771,0.496824
1.66936,0.628417
2.20673,0.411864
1.87161,0.650875
1.80886,0.390969
1.13442,0.763879
1.12578,0.872281
1.27266,0.819973
1.85702,0.62962
1.65049,0.464679
1.38844,0.627378
1.13899,0.643846
1.21188,0.782825
1.11207,0.903645
1.11932,0.48787
1.90369,0.615277
1.70892,0.604088
1.65178,0.40317
1.741,0.519854
1.43125,0.427333
1.47914,0.538611
2.28699,0.512322
1.58497,0.686905
1.0206,0.580815
1.10078,0.391438
1.4259,0.547927
2.27544,0.524626
1.25678,0.592866
1.21345,0.805108
1.06765,0.460888
1.75187,0.511231
1.37845,0.680252
2.41155,0.428849
1.76726,0.586541
2.101,0.517033
1.75033,0.46566
1.57887,0.579683
1.32613,0.63286
1.14045,0.640604
1.58731,0.486133
2.10783,0.369188
2.3888,0.399694
1.17423,0.548295
1.67529,0.708824
1.06529,0.868548
1.02916,0.502266
1.23899,0.850541
1.55149,0.591691
1.78552,0.625517
1.10106,0.642416
1.0136,0.794516
2.0408,0.521605
2.54637,0.413475
2.08745,0.432036
1.78457,0.543655
1.18146,0.824334
1.73852,0.686731
1.39953,0.7485
1.24832,0.786207
1.55297,0.474686
1.57652,0.670495
1.26248,0.630801
1.78271,0.663961
2.06611,0.44594
1.30423,0.687338
1.46456,0.513188
1.41105,0.430081
1.24093,0.666454
2.11679,0.474288
1.66271,0.450471
1.2733,0.441234
1.4745,0.517464
1.17427,0.642455
1.30126,0.777746
1.45656,0.734694
1.16791,0.690213
1.00359,0.562954
1.15898,0.427835
1.56175,0.764166
1.00421,0.608108
1.01741,0.44629
1.90513,0.55021
1.99324,0.505108
1.67784,0.661788
1.22415,0.684458
2.65498,0.383197
1.47549,0.654588
1.3205,0.846326
2.15208,0.459537
1.39317,0.393996
1.6333,0.479286
1.10157,0.754241
1.38536,0.43665
1.65423,0.675268
1.064,0.480627
1.45255,0.605625
1.44595,0.689952
1.18935,0.537691
2.12309,0.560725
1.8967,0.529099
1.111,0.583278
2.15653,0.491553
1.64447,0.656688
2.16183,0.457547
1.06234,0.716513
1.41058,0.581608
1.05667,0.906761
1.76807,0.460023
1.49372,0.466498
2.51369,0.398362
1.86435,0.503633
1.53908,0.740934
1.90438,0.50798
2.33086,0.426724
1.43952,0.595688
2.15274,0.413816
1.22588,0.749496
1.69818,0.611971
2.25204,0.4564
1.71287,0.651386
1.8415,0.37129
1.35615,0.717436
1.66025,0.547798
1.06068,0.409262
1.41518,0.660868
1.55853,0.408392
1.17426,0.564003
1.66982,0.739946
1.96855,0.420581
1.35784,0.76577
2.23167,0.379732
1.67356,0.553903
1.14884,0.449713
1.60269,0.559637
1.58705,0.630871
1.49655,0.618442
1.25067,0.660891
2.15969,0.454116
1.89491,0.616488
2.12693,0.558127
2.11969,0.554609
1.57346,0.427118
1.73694,0.466519
1.70017,0.477525
1.73556,0.551422
1.75063,0.48278
2.39265,0.437308
2.09613,0.412884
1.59815,0.497579
1.56755,0.722749
1.61951,0.578943
1.16739,0.794624
2.0784,0.495508
2.42437,0.380427
1.23967,0.878255
1.47342,0.710072
1.02723,0.503228
2.07053,0.4681
1.05376,0.394887
1.5962,0.52155
1.10699,0.89805
1.2153,0.528564
1.0912,0.615213
1.00369,0.877215
1.29437,0.704079
1.30098,0.716441
2.12147,0.472891
1.59694,0.771436
1.71321,0.40432
1.02132,0.382177
1.26331,0.85104
1.71646,0.397105
1.0836,0.968838
1.42989,0.524054
1.95099,0.477072
1.09462,0.818151
1.43043,0.678106
1.93653,0.447224
1.05242,0.685254
1.7338,0.423706
1.4536,0.591464
2.00996,0.434586
1.36475,0.787989
2.56475,0.38473
2.27383,0.499652
1.76224,0.449929
1.38177,0.624161
1.29211,0.625187
1.6298,0.508612
1.70433,0.370191
1.60151,0.765483
2.35071,0.453294
1.48773,0.682819
1.25904,0.771358
1.33458,0.533287
1.09659,0.658253
1.03702,0.686671
1.62891,0.64435
1.02782,0.702944
1.38391,0.810983
1.73113,0.589291
1.13711,0.445096
1.60696,0.631478
1.88125,0.558078
1.28081,0.427331
1.97762,0.485919
1.12248,0.822437
1.68751,0.643423
1.70259,0.37178
1.24083,0.901934
1.62416,0.756619
1.22583,0.558571
1.0012,0.881136
1.14193,0.780149
1.70994,0.586988
1.40254,0.532264
1.73374,0.435158
2.12221,0.510569
1.90061,0.628112
1.07932,0.66364
1.50571,0.589949
2.36119,0.452974
1.73358,0.565219
2.37442,0.402374
1.46268,0.548399
1.02101,0.467142
1.21846,0.734024
1.65679,0.452549
1.25997,0.530225
1.39137,0.435471
1.02198,0.46539
1.61356,0.771515
1.24596,0.853347
1.92545,0.467743
1.87326,0.601486
1.04717,0.67472
1.09971,0.750515
1.28274,0.668808
1.15254,0.67524
1.00723,0.488247
1.79189,0.633125
1.72483,0.551951
1.4624,0.656646
1.95155,0.562808
2.11068,0.583637
2.63636,0.373082
1.09334,0.925579
1.44164,0.608862
1.79799,0.631611
2.06497,0.556863
2.38378,0.412158
1.19798,0.709452
1.62081,0.665211
1.34345,0.788033
1.38723,0.816746
1.27278,0.779529
1.99379,0.402926
1.46481,0.646527
1.16943,0.762337
1.92067,0.441496
1.7767,0.385328
1.17303,0.643463
1.04764,0.504151
1.33813,0.72432
1.8084,0.657235
1.02172,0.662279
1.15978,0.539504
2.48787,0.404109
1.08271,0.454107
1.26837,0.762413
1.47487,0.719843
2.03169,0.609403
1.9074,0.400352
1.35315,0.422174
1.04198,0.96238
1.48101,0.70295
2.30198,0.500967
1.01489,0.924198
1.64433,0.422731
1.24397,0.44164
1.2701,0.795645
1.19683,0.708141
2.11001,0.537002
1.08716,0.904978
1.65537,0.532387
2.68215,0.376371
1.50026,0.614266
1.5468,0.712354
1.02954,0.589192
1.10197,0.813221
1.09376,0.560978
1.46393,0.384915
1.06404,0.738147
1.21228,0.428293
1.01097,0.426363
1.16796,0.558891
1.52488,0.772109
1.47566,0.36886
1.22561,0.657907
1.28392,0.406944
1.15675,0.531461
2.02213,0.454413
1.02573,0.798754
1.39098,0.829804
1.09139,0.952516
2.20642,0.373928
1.24285,0.849136
1.06,0.393331
1.7888,0.488107
2.20683,0.53293
2.10125,0.368373
1.08298,0.770176
1.19746,0.544143
1.26469,0.778305
1.03727,0.77211
1.4407,0.823491
2.01915,0.581182
1.04338,0.566535
2.17404,0.537144
1.16211,0.711975
2.18123,0.48348
2.17149,0.507282
1.04413,0.83257
2.05501,0.397699
1.2757,0.624022
1.25938,0.398253
1.20977,0.795803
1.32853,0.754487
1.38939,0.566677
1.65471,0.579343
1.61964,0.571574
1.16727,0.507486
1.62474,0.529819
1.30449,0.784834
1.51368,0.778373
1.42657,0.711601
1.13266,0.458233
1.1231,0.468253
1.23165,0.683873
2.22086,0.382612
1.74333,0.612643
1.58589,0.499672
2.19221,0.463567
1.70387,0.376012
2.52845,0.377202
1.29522,0.702158
1.3071,0.522701
1.1725,0.408288
1.09579,0.428103
1.99044,0.412533
1.15252,0.775585
1.21482,0.504146
2.43523,0.398239
2.05594,0.486565
1.73298,0.685332
1.29855,0.536697
1.4357,0.817885
1.82064,0.534224
1.50945,0.800064
2.01537,0.436617
1.03587,0.758999
1.65491,0.721642
1.15804,0.601129
1.70126,0.516552
1.12309,0.505805
1.0392,0.671163
1.01936,0.954697
1.43767,0.388767
1.74131,0.431184
1.35209,0.661276
1.02797,0.597437
2.11766,0.521907
1.35111,0.404039
1.13746,0.880742
2.30065,0.376221
1.92685,0.506401
1.33935,0.676138
1.08321,0.368705
1.57104,0.591799
2.27683,0.385931
1.32204,0.874948
1.34797,0.50829
1.98802,0.503057
1.15975,0.787261
1.35895,0.448097
1.23007,0.878472
1.21278,0.782536
1.60753,0.66611
1.19764,0.51508
1.11844,0.623055
1.24716,0.497805
1.91118,0.505935
1.53004,0.373539
1.76936,0.60995
1.70192,0.422269
2.34392,0.45736
1.51656,0.45652
1.82273,0.382908
1.50862,0.60454
1.21264,0.392507
1.33022,0.499968
1.69578,0.393199
2.44906,0.404879
2.34906,0.475294
1.31284,0.552112
1.60753,0.612069
2.47079,0.437714
1.91317,0.580763
1.83219,0.663461
1.04974,0.861628
1.58454,0.7248
1.47873,0.557083
1.19705,0.82851
1.55252,0.647258
1.73379,0.694917
1.52454,0.497382
1.82516,0.493313
1.13849,0.874209
1.56436,0.593307
2.09104,0.412798
1.50465,0.775204
1.25065,0.760294
1.00536,0.982879
1.89375,0.455821
1.94321,0.520187
1.90149,0.601072
1.46336,0.458095
2.04445,0.517615
1.58395,0.677049
1.1247,0.568968
1.40499,0.402887
1.14275,0.851064
1.6351,0.55865
1.23151,0.839938
1.7061,0.637452
2.13802,0.524974
1.61958,0.651224
2.22033,0.393554
1.60274,0.577783
1.6453,0.673458
1.00344,0.953588
1.13061,0.673412
1.17657,0.746943
2.01858,0.50108
1.22619,0.845364
2.25896,0.505521
2.0425,0.490406
2.10838,0.408496
1.83521,0.594566
1.03698,0.772332
2.44443,0.447317
1.69463,0.640757
1.523,0.56486
2.20934,0.461376
1.39594,0.50786
1.46496,0.628158
1.40517,0.729598
1.07839,0.383012
1.4392,0.658701
1.17835,0.743664
1.02533,0.657895
1.31873,0.820652
1.83482,0.41181
1.63715,0.385433
2.04912,0.469604
2.5621,0.388922
1.16743,0.577369
1.94956,0.508407
1.60344,0.408382
1.86167,0.454873
2.00196,0.493324
1.0069,0.609633
2.04708,0.371509
1.25198,0.589282
2.17961,0.41716
1.1367,0.860636
1.02277,0.379736
1.32716,0.540512
1.59753,0.674062
1.77092,0.537954
1.30877,0.876634
1.65019,0.580314
1.53105,0.532702
1.03639,0.520688
1.07551,0.935068
2.11094,0.50175
1.05186,0.83402
1.91425,0.607821
1.18381,0.729655
1.10725,0.47347
1.40335,0.76361
1.90026,0.567421
1.11026,0.651007
1.05149,0.896233
2.31566,0.424273
1.50432,0.647356
2.43394,0.461596
1.74885,0.45614
1.15772,0.66137
1.31922,0.776689
1.60897,0.514298
1.18905,0.537419
1.20456,0.760177
1.5277,0.792462
1.12522,0.724477
1.80168,0.39984
1.97369,0.385491
2.10834,0.531469
2.07248,0.409847
1.20156,0.776835
1.3693,0.673554
1.78426,0.495472
1.36614,0.751048
2.08477,0.516943
2.28627,0.427506
1.37899,0.527342
1.52369,0.780113
1.95693,0.518583
1.97804,0.487492
1.16331,0.908834
2.18208,0.511679
1.44288,0.429025
1.87619,0.462596
1.46114,0.708594
1.07029,0.967969
1.24527,0.511866
1.67754,0.73429
1.36796,0.418279
1.07284,0.61298
1.52924,0.552789
1.73211,0.542089
1.95081,0.51811
1.212,0.774567
1.52757,0.385594
1.9542,0.60656
1.24602,0.756533
2.39749,0.393491
1.04667,0.801021
1.80901,0.661044
1.22855,0.402584
1.37436,0.386824
1.44007,0.436546
1.2511,0.610709
1.66134,0.407099
1.33566,0.829869
1.72584,0.50034
1.47437,0.76476
1.06563,0.94046
1.55372,0.705019
1.12059,0.622334
1.73568,0.707411
1.98782,0.500819
1.01924,0.697392
1.43163,0.693504
1.04633,0.792217
1.62555,0.552036
1.77451,0.381471
2.11047,0.520995
2.47842,0.420634
1.53364,0.403884
1.76313,0.678103
1.34704,0.745223
1.3316,0.519232
1.91484,0.425523
1.25844,0.479238
1.13641,0.491089
1.04478,0.912775
1.5553,0.78548
1.04816,0.667427
1.89728,0.374073
1.78685,0.565684
1.55775,0.602403
1.29275,0.369299
1.33284,0.803876
2.18755,0.520552
1.16308,0.88568
1.58168,0.459992
1.87113,0.41975
1.34798,0.466889
1.6373,0.640946
1.02542,0.69446
1.18133,0.371201
1.33982,0.79175
1.52478,0.475061
1.00211,0.982302
1.73835,0.719152
1.20142,0.847565
1.28716,0.789035
1.2693,0.438491
2.06804,0.581245
1.12497,0.833774
1.00301,0.948939
1.21494,0.633895
1.78633,0.567145
1.36506,0.810028
1.06988,0.796082
1.67947,0.631037
1.32077,0.367896
1.2136,0.392935
1.46895,0.799588
1.42385,0.842549
1.72475,0.584455
1.28895,0.717474
1.39939,0.521285
1.24098,0.460238
1.61894,0.485731
1.44183,0.464691
1.04733,0.900777
1.10155,0.394735
1.19076,0.539411
1.40291,0.665926
2.07395,0.512563
1.55542,0.508915
1.29369,0.706248
1.01153,0.406117
1.32293,0.54708
1.27634,0.451142
1.24849,0.771364
1.90378,0.663606
1.56243,0.653704
2.15071,0.528107
1.28125,0.454461
1.28876,0.586129
1.18642,0.412301
2.3341,0.429432
1.30525,0.66199
1.86792,0.457565
1.06439,0.536417
1.59254,0.723343
1.0184,0.579069
1.71585,0.431045
1.15186,0.855617
1.17111,0.576308
1.73912,0.568338
1.43809,0.620933
1.4385,0.530085
1.19377,0.743841
2.24955,0.425533
1.81783,0.433738
1.21135,0.83153
1.08103,0.618997
1.15738,0.714229
1.94038,0.555579
2.07244,0.583105
1.02174,0.661217
1.77062,0.552734
1.41644,0.830679
1.43884,0.624128
1.7102,0.487136
1.25553,0.391716
1.70174,0.598168
2.02843,0.4317
2.17881,0.36902
1.50553,0.393314
1.1898,0.378409
1.30659,0.464344
1.44589,0.555517
1.79085,0.507447
1.21099,0.861889
1.43095,0.775749
1.57304,0.557141
1.83029,0.626968
1.23662,0.635769
1.24045,0.794657
1.16297,0.52364
2.34265,0.408955
1.57639,0.623022
1.67988,0.554596
1.62335,0.577459
1.71713,0.714242
1.18807,0.868869
1.4371,0.775322
1.33803,0.402527
1.70448,0.635811
1.66085,0.603303
1.5824,0.593131
1.23518,0.622334
1.02459,0.819273
1.31144,0.37898
2.31869,0.391886
1.41661,0.60626
2.02172,0.395215
1.63949,0.59179
1.72906,0.587919
1.23838,0.654651
1.19343,0.644749
1.84435,0.37908
1.35527,0.438781
1.18449,0.583957
1.23443,0.896302
1.33827,0.834138
1.34505,0.424343
1.31175,0.851372
1.43535,0.646769
1.46048,0.610039
1.04366,0.57665
1.77368,0.624215
1.55381,0.525874
1.53653,0.642855
1.58548,0.762534
1.30484,0.788491
1.83303,0.548203
1.26423,0.551194
1.33857,0.759977
1.14038,0.848599
1.13053,0.707024
1.20838,0.409067
1.14362,0.708599
1.63409,0.674712
1.9703,0.422994
1.66238,0.694422
1.39508,0.474417
1.43904,0.583905
1.45462,0.480297
1.08651,0.833285
1.98502,0.422975
1.95519,0.466286
1.69136,0.483529
2.37784,0.439128
1.91394,0.568188
1.98802,0.55539
1.17983,0.659193
2.23665,0.415869
2.13423,0.559857
1.61755,0.441428
1.40131,0.553775
2.1231,0.489623
1.23867,0.603401
1.23115,0.43729
1.88737,0.630077
1.82468,0.422292
1.47367,0.721592
1.54535,0.56068
1.03464,0.765323
1.04215,0.390831
1.29518,0.410657
2.02363,0.369742
1.07265,0.439199
1.03898,0.414657
1.637,0.570792
1.09178,0.473535
1.5097,0.399168
1.08477,0.715927
1.1603,0.756847
1.59673,0.371462
1.49738,0.629528
1.52235,0.588874
1.3637,0.475691
1.07683,0.639841
1.17294,0.595982
1.82306,0.560289
2.41106,0.420268
1.70283,0.490664
1.15852,0.409937
1.68086,0.465612
1.66818,0.531971
1.03817,0.984655
1.64378,0.549138
1.91514,0.375092
1.6836,0.600683
1.09168,0.883153
1.1911,0.383078
1.68612,0.485676
1.33096,0.515478
2.01742,0.384339
1.27868,0.766084
1.13299,0.872012
1.37426,0.599075
1.62437,0.673864
1.29683,0.721109
1.15909,0.376997
2.28423,0.452644
1.10049,0.481243
1.28892,0.38974
2.17626,0.447085
1.05383,0.605251
2.16664,0.400229
1.63329,0.673833
2.23365,0.448606
1.3041,0.805801
2.17282,0.406613
2.11713,0.523696
1.2509,0.846451
1.08218,0.544356
1.09965,0.627422
1.46242,0.691606
1.58436,0.705045
1.44529,0.772245
1.26794,0.774692
1.33727,0.788263
1.90143,0.381749
2.43487,0.373423
1.00946,0.642707
1.70845,0.591972
1.43128,0.61926
1.61158,0.390282
1.56722,0.719926
1.19867,0.738789
1.03816,0.422395
2.29735,0.447329
1.24972,0.786384
1.16465,0.768167
1.35882,0.507742
1.95009,0.549058
2.08347,0.458387
1.25914,0.892614
1.46684,0.438587
1.8486,0.514348
1.54769,0.580388
1.12022,0.439977
1.31005,0.592161
1.61747,0.604413
1.57225,0.47073
1.87383,0.455052
2.15293,0.42427
1.28744,0.848741
1.6201,0.533808
1.0112,0.990762
1.20435,0.614806
1.67171,0.414864
1.3512,0.439476
1.00878,0.933627
1.56117,0.784346
1.31039,0.783832
1.27163,0.842537
1.94625,0.368999
1.16328,0.725615
1.79618,0.657889
2.01147,0.619529
1.29181,0.704608
1.62141,0.509249
1.43218,0.839213
1.30806,0.368128
2.33585,0.414084
1.26674,0.483686
1.76513,0.433629
1.38361,0.457482
2.27724,0.41756
1.91491,0.457016
1.47344,0.402789
2.02721,0.480441
1.92118,0.381684
1.0178,0.590923
1.41973,0.744614
1.0359,0.972134
2.14567,0.505654
1.75151,0.543341
1.16597,0.884614
1.34254,0.39046
1.38071,0.439266
1.96919,0.530803
1.50318,0.459672
2.02352,0.426546
1.20178,0.402706
1.17749,0.590141
2.4827,0.416976
1.47856,0.393749
1.42889,0.390543
2.31664,0.430223
1.08229,0.94471
1.76169,0.536848
1.87451,0.372918
1.5655,0.463652
1.39184,0.526756
1.44593,0.696069
1.7377,0.488216
1.09393,0.960864
1.34118,0.774433
1.98346,0.573304
1.48826,0.634383
1.10704,0.521619
2.02273,0.540155
1.18682,0.753143
1.51137,0.402914
1.02643,0.820879
1.65605,0.385131
1.77444,0.691998
2.11243,0.458964
1.33034,0.596059
1.41681,0.572939
2.28707,0.500724
1.56647,0.738579
2.03511,0.610174
2.13054,0.454313
2.25453,0.474538
1.59358,0.446535
1.33423,0.582683
1.84491,0.473067
2.1566,0.40811
1.50742,0.750608
1.58375,0.784682
2.1107,0.590308
2.40944,0.446925
1.78728,0.65425
1.6257,0.509979
2.47279,0.419012
2.15742,0.368558
1.68161,0.4503
1.59462,0.594365
1.28437,0.875027
1.27815,0.4701
1.65576,0.660371
1.22392,0.718104
1.45007,0.719525
1.43695,0.531887
1.79894,0.573617
1.00196,0.597054
1.60479,0.675881
1.76335,0.47181
1.34484,0.548975
1.55006,0.513778
1.22595,0.770047
2.30955,0.376179
1.03184,0.785946
2.13437,0.490314
1.8239,0.409148
2.36036,0.4966
1.26893,0.687669
2.03931,0.532518
1.37366,0.399355
1.48944,0.518823
1.46153,0.41487
1.05371,0.74112
1.47591,0.60222
1.69379,0.37133
2.41967,0.472301
2.14688,0.399153
1.07206,0.714951
1.65316,0.41983
1.14574,0.764485
1.0036,0.598041
1.20956,0.778342
1.28967,0.557264
1.97335,0.509806
1.21575,0.622964
1.8425,0.432831
1.40528,0.59086
1.38983,0.837642
1.05537,0.736997
1.74846,0.382778
1.5709,0.505904
1.00377,0.546626
1.46855,0.569575
1.28079,0.665563
2.20141,0.548275
1.02435,0.519283
1.37368,0.562292
2.2118,0.525856
1.78835,0.450353
1.31779,0.860412
1.73196,0.636546
1.66836,0.652031
2.45392,0.406912
1.2208,0.402654
2.23812,0.47009
1.33066,0.467322
1.19665,0.730848
1.39718,0.500891
1.29507,0.456324
2.11082,0.454103
1.42712,0.39762
1.35878,0.864697
1.35379,0.732413
1.57119,0.669342
2.38802,0.37162
1.6535,0.656529
2.55557,0.388669
1.34338,0.471152
2.25811,0.396034
1.77542,0.689638
1.70413,0.666994
2.34311,0.403631
1.18273,0.593945
1.12122,0.859761
1.40501,0.634599
2.11974,0.479888
1.0134,0.538849
1.74869,0.602223
1.91495,0.499934
1.22705,0.643313
1.44525,0.622031
1.23956,0.888925
1.47238,0.63473
2.39105,0.415622
1.40203,0.411202
1.67639,0.450377
1.81467,0.61361
1.42249,0.542778
1.82141,0.626885
2.14549,0.485846
1.14431,0.569634
1.69627,0.531512
1.03926,0.786417
1.81699,0.427867
1.61358,0.607927
1.11062,0.918706
2.39263,0.480883
1.10392,0.560376
1.54413,0.710839
1.97794,0.481438
1.3225,0.737907
2.54131,0.378003
1.5691,0.477384
1.68804,0.471652
1.76738,0.632273
1.49933,0.725048
1.81927,0.612539
1.24602,0.867029
1.59267,0.433793
1.38257,0.668091
1.18217,0.506113
1.85789,0.603948
1.27898,0.650593
2.22011,0.547746
1.24628,0.414602
1.0434,0.708052
1.39629,0.773691
1.42004,0.57399
1.71786,0.52295
1.13892,0.396636
1.05095,0.678116
1.26737,0.554315
2.36169,0.426161
1.45515,0.809871
1.26976,0.747094
1.13157,0.905997
1.43089,0.677185
1.14107,0.918453
1.22577,0.843191
1.17526,0.589634
1.28905,0.536297
1.57327,0.490664
1.72501,0.561035
1.46953,0.476644
1.80436,0.59211
1.13763,0.514728
1.63947,0.592012
1.82835,0.664931
2.06071,0.485986
1.18971,0.904131
2.35871,0.457638
2.08632,0.488965
2.58459,0.409815
2.31739,0.402613
1.99948,0.440757
2.37754,0.399095
2.05536,0.372498
1.58049,0.390193
1.38803,0.639656
2.50153,0.407589
1.26594,0.560616
1.89843,0.375484
1.08622,0.461535
1.62099,0.697082
1.15537,0.708463
1.15529,0.432611
1.00202,0.534746
1.53972,0.495272
1.00588,0.647589
2.13191,0.511947
2.49243,0.386091
1.62881,0.489013
1.13584,0.668554
1.28082,0.777016
2.07963,0.551826
1.49336,0.540311
2.16697,0.426483
2.1084,0.401538
1.80947,0.41629
1.65083,0.501339
1.13584,0.891577
2.24028,0.520406
1.2044,0.660099
1.20594,0.649693
1.97202,0.468479
1.35579,0.723585
1.72249,0.697139
1.18137,0.59214
1.47451,0.625639
1.14196,0.455774
1.93592,0.526963
1.32944,0.837396
1.20333,0.702609
1.02,0.497518
1.19165,0.772402
1.44431,0.680185
1.1015,0.843597
1.74168,0.631106
1.23662,0.597452
1.51011,0.383682
1.08584,0.754233
1.08816,0.443514
1.40739,0.414666
1.23538,0.685569
1.45958,0.370661
1.01958,0.582247
1.87711,0.424969
1.07023,0.431795
1.56028,0.41926
1.12256,0.570581
1.09929,0.54847
1.09416,0.511603
2.50304,0.392942
2.22508,0.378219
1.18942,0.591056
1.82876,0.67604
1.22719,0.839384
1.4881,0.459384
1.16639,0.628212
1.73049,0.573186
1.26197,0.858613
1.37488,0.381387
1.18335,0.688456
1.77274,0.683605
1.22401,0.43273
1.27058,0.800209
1.64996,0.493517
2.02887,0.616844
1.2117,0.8848
1.69836,0.435068
1.39064,0.53922
1.325,0.590367
1.21413,0.520741
1.87347,0.677798
1.54624,0.564233
1.66252,0.702113
1.72081,0.668492
1.88966,0.580686
1.04539,0.441866
2.58874,0.400543
1.04678,0.546123
1.02159,0.843629
1.62245,0.369407
1.4282,0.600497
2.25556,0.393424
1.21121,0.655858
1.17119,0.438924
1.11142,0.414332
1.8794,0.374344
1.05785,0.653962
1.0719,0.891377
1.76381,0.61749
1.04432,0.770846
1.59739,0.657827
